"b""RT @raktnssdtu: #Emergency #Plasma #Req from #COVID19 recovered Patient #Jharkhand \nPatient's name:Ghazala Khurram(42/M)\nPlasma Req:O-(1 Un\xe2\x80\xa6""",b'Harshal93199905'
b'RT @RepMullin: Taiwan has been a leader in the fight against #COVID19 and a key asset to global health.\n \nWe cannot allow the #CCP to shut\xe2\x80\xa6',b'mydiesky'
b'RT @BloodDonorsIn: #Hyderabad\nNeed #Blood Type :  B-positive\nAt : Gautam NeuroCare\nBlood Component : Plasma of #COVID19 recovered patient\nP\xe2\x80\xa6',b'LiyaSanjay'
b'Delhi needs life not cricket.. Cricket can wait.. Convert kotla to COVID care centre.. #COVID19',b'bgkRaj'
b'RT @NewtonClarkeUK: All those who actually believed and supported the Government\xe2\x80\x99s \xe2\x80\x98roadmap\xe2\x80\x99 to normality by 21 June must be feeling pretty\xe2\x80\xa6',b'JakeWri38029870'
b'RT @ibusolih: Saddened and concerned  for our neighbour India as they battle a new wave of Covid19. The Maldives expresses its solidarity w\xe2\x80\xa6',b'HameedAish'
"b'At @UofDenver, spring is also the season of resilience, writes @DU_Chancellor Jeremy Haefner. \xe2\x80\x9cThrough our efforts\xe2\x80\xa6 https://t.co/3v9ayZU43L'",b'UofDenver'
b'#1000poeticCranes \n\nsometimes\nthe poetic cranes\non the verge\nof the horizon\nare difficult to discern\ntheir murmurat\xe2\x80\xa6 https://t.co/3rsraiwJed',b'Lofos'
"b""RT @MumbaiCityFC: \xf0\x9f\x9a\xa8 In case of a #COVID19 emergency, identify your local BMC Ward and contact the Ward's War Room immediately through these\xe2\x80\xa6""",b'15surajp'
b'RT @idlebrainjeevi: Rama Naidu Studios (Vizag) are providing isolation rooms to all the doctors who are working on COVID duties. \n\n#COVID19\xe2\x80\xa6',b'Harshit07483592'
b'RT @suhasini4yash: To promote the prevention of occupational accidents and diseases globally #WorldDayforSafetyandHealthatWork is observed\xe2\x80\xa6',b'RUDRANA43833445'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'MadhuSu10832496'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'rathordeepak'
b'RT @PoojaPrasanna4: Hospital bed needed for 68-year old man in #Bengaluru. He is at home currently and is collapsing because of drastic BP\xe2\x80\xa6',b'shail4uall'
b'RT @AyushmanNHA: Calling all citizens aged 18+ to gear up to get vaccinated against #COVID19 May 1 onwards.\nRegister now!\nVisit: https://t.\xe2\x80\xa6',b'brsham1509'
b'RT @mshafie_ms: Read this story. A collapsed healthcare system in india due to covid19.. condolences',b'nbellamasr_'
"b""RT @boomlive_in: Is it undercounting of deaths or 'vulture journalism' that led to media covering funerals during the #COVID19 pandemic? @h\xe2\x80\xa6""",b'thukral_madhu'
b'RT @IndBloodDonors: #Faridabad #cowinregistration\nNeed #Blood Type : Any\nAt :  Sarvodaya Sec 8\nBlood Component : Any #Covid19 recovered #Pl\xe2\x80\xa6',b'chaurasiaanoop2'
"b'RT @stevesilberman: Hell on Earth: As thousands die each day of #COVID19 in India, chief minister threatens hospitals that acknowledge oxyg\xe2\x80\xa6'",b'mumbly_joe'
b'RT @suhasini4yash: Registration for #18Plus to begin on  #AarogyaSetu App &amp; #UMANG App From Today #4pm Onwards.\n\nGet yourself registered &amp;\xe2\x80\xa6',b'RUDRANA43833445'
b'RT @BloodDonorsIn: #Vizag\nNeed #Blood Type :  Any group\nAt : Pinnacles\nBlood Component : Plasma of  #COVID19 recovered patient\nNumber of Un\xe2\x80\xa6',b'LiyaSanjay'
b'RT @DrEricDing: Variant? \xe2\x80\x9cThe current \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 wave of #COVID19 has a different clinical behavior. It\xe2\x80\x99s affecting young adults. It\xe2\x80\x99s affecting fa\xe2\x80\xa6',b'deus_zu'
b'RT @DrEricDing: 19) Great report from the NYT. Read more:\n\nhttps://t.co/qve23lduGb',b'dominguezmv'
"b""RT @mufaddal_vohra: MS Dhoni's mother and father have recovered from COVID19.""",b'KapilYa80206007'
b'RT @sumonseng: There are no vaccination centres in Bengal available for age group 18-44 &amp; @ECISVEEP have issued a notice that no one can en\xe2\x80\xa6',b'grumpeoldman'
b'RT @ItsRubiology: verified at 07:00 pm (IST) 28 April 2021!\n\n#CovidHelp #COVID19 #CovidIndiaInfo #COVIDEmergency2021 https://t.co/op9fDDvmpH',b'jasminbhasin_21'
b'RT @rupin1992: Bollywood actor #JimmyShergill #arrested by @PunjabPoliceInd for flaunting  #Covid19 related regulations .\n\nLater granted BA\xe2\x80\xa6',b'Gupta_Bihar'
"b'\xf0\x9f\x92\x89Vax questions, \xf0\x9f\x92\xb0 recovery funds, \xf0\x9f\xa6\xa0 variant news: all that and more in today\xe2\x80\x99s #COVID19 Daily Bulletin \xf0\x9f\x91\x87\n\nhttps://t.co/TW4YhxmYLs'",b'CGTNEurope'
"b""RT @WeAreVasai: 732 Recoveries today with 798 new #Covid19 cases &amp; 10 Deaths in Vasai-Virar.\n\nToday's cases:\nVasai: 262\nNallasopara: 246\nVi\xe2\x80\xa6""",b'MUP_1975'
"b'RT @dalithistorynow: Dear friends &amp; followers, we want to inform you that as a result of so many members of our team being affected by #COV\xe2\x80\xa6'",b'zibrailmohamma3'
b'RT @FlyingHawk95: Plasma Donors made available by #SevaBharti \n\nAll over #India\nThey will register details &amp; find matching donors &amp; will re\xe2\x80\xa6',b'ChaudhariNavya'
b'RT @DrEricDing: CRACKDOWN\xe2\x80\x94Chief minister Yogi Adityanath sent a harsh message to his UP\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 state hospitals: keep your mouth shut about oxyge\xe2\x80\xa6',b'Ankitanand1432'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'daleep4'
b'RT @Khalsa_Aid: India Covid Crises \n\nThank you \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\n\nThe generosity of the British public to help the people of #India \n\n#COVID19India\xe2\x80\xa6',b'mitalee__'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'Saurav8294'
b'RT @PresRajapaksa: Welcomed General Wei Fenghe\nState Councilor &amp; Minister of National #Defense of #China who is on an official visit to #Sr\xe2\x80\xa6',b'sahangee'
b'RT @Travisdhanraj: #BREAKING: The province is amending reg 272/21 to allow transfers of patients to LTC or retirement homes w/o consent. Or\xe2\x80\xa6',b'MorganjCharles'
b'RT @GVMC_OFFICIAL: Distribution of Home Isolation kits to #COVID19 positive patients in Zone 3. https://t.co/wxb7qqWBe9',b'AppalanaiduAnu1'
"b""RT @CTVNews: Health-care workers from Newfoundland and Labrador and the military arrived to help Ontario's hospitals. @MerellaCTV on the mi\xe2\x80\xa6""",b'allan_crawshaw'
b'RT @Dave_Khan: We\xe2\x80\x99ve seen Energy Mnstr @sonyasavage publicly muse that #COVID19 public health measures restricting public gatherings are be\xe2\x80\xa6',b'ElegantInAB'
"b'Sir,\n\nRequired very urgently A+ Plasma for my brother-in-law who is admitted in Kamineni Hospitals, King Kothi and\xe2\x80\xa6 https://t.co/mJ5zeIoHcJ'",b'Achitteti1'
"b'RT @jkwan_md: APR 28: #COVID19 in #Ontario\n3480 cases, 24 deaths, 4517 resolved*\n50194 tests/day, 34746 pending, 7.2% pos\n2281 hospitalized\xe2\x80\xa6'",b'ConcernedPah'
"b'because...  #FactsMatter , despite what the #GQP and Trumptarded America would like you to believe. OH&lt; BTW\xe2\x80\xa6 https://t.co/dNoiNkih7E'",b'XVirginMary'
b'RT @ItsRubiology: Lucknow Beds Available (No Oxygen)\nHeritage Hospital \n8004748577\nThey can arrange for mild requirement for oxygen.\nVerifi\xe2\x80\xa6',b'__RubinaDilaik'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'manojgokak'
b'Plandemia #COVID19 https://t.co/xYBvBgLjgP',b'PacioJanse'
"b'RT @desimarthastew: In the last 3 days, fresh COVID19 positive cases have gone down in the state. There in no shortage of beds, oxygen and\xe2\x80\xa6'",b'AjayKum26534771'
b'RT @Akanksh46139666: @KTRTRS  @DrTamilisaiGuv  @TelanganaCMO @DrPerumandla  @SabithaindraTRS we the physios of knruhs are lagging 8 months\xe2\x80\xa6',b'KarneShruthi'
"b'RT @LawrenceSellin: Based on its composite structure, RaTG13, the alleged closest bat coronavirus relative to #COVID19 is either a complete\xe2\x80\xa6'",b'cet_concombre'
"b'RT @reutersLjungg: Canada PM says AstraZeneca #COVID19 vaccine is safe, despite blood clot death https://t.co/2QEQ3yLFmk #cdnpoli'",b'SchererSteve'
b'India is currently going through hard times due to #COVID19 Please help raise funds to support \xe2\x80\x9cRise Against Hunger\xe2\x80\xa6 https://t.co/Qczs3M1fFk',b'jjkround'
"b'RT @lizzymacphie: 6,952 is the number of patients uploaded to the @eular_org #Covid19 register \n\nBehind the scenes chairing the #BSR21 Covi\xe2\x80\xa6'",b'chriswincup'
b'RT @RepTimBurchett: Taiwan has been one of the most successful nations in the fight against COVID19. They need to be allowed to share their\xe2\x80\xa6',b'mydiesky'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'cell222right'
b'RT @ANI: Paytm has decided to provide 100 oxygen concentrators to Madhya Pradesh in next 2-3 days after CM Shivraj Singh Chouhan spoke to i\xe2\x80\xa6',b'Uni_language'
b'RT @kakape: Finally got some data from EMA to put numbers of thromboses with thrombocytopenia after #covid19 vaccines in perspective (this\xe2\x80\xa6',b'heidiboesdal'
"b'RT @rajeshpadmar: RSS Swayamsevaks, with assistance of a local Educational Institute, arranged Free Ambulance Service for #COVID19 Patients\xe2\x80\xa6'",b'nanga1973pc'
"b""RT @ANI: #WATCH | 'Oxygen Express', carrying 6 Oxygen tankers from Jharkhand's Bokaro, arrives at Mandideep railway station in Bhopal. Two\xe2\x80\xa6""",b'shubhambjpmp'
b'RT @nkquakyi: 1/New data from Public Health England suggests that a single dose of the Oxford-AstraZeneca #COVID19 vaccine can significantl\xe2\x80\xa6',b'dleahammond'
b'RT @idlebrainjeevi: Rama Naidu Studios (Vizag) are providing isolation rooms to all the doctors who are working on COVID duties. \n\n#COVID19\xe2\x80\xa6',b'PJAYANTH1'
"b""RT @VaxHuntersCan: [ON] HAPPENING NOW! M1G/M1J/M1L 18+ HOTSPOT POPUP! Proof of address req'd. Open to residents of the postal codes ONLY. T\xe2\x80\xa6""",b'YIMBYhoney'
b'RT @HSajwanization: Tonight we stand in solidarity with #India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3. Prominent landmarks in the UAE display the Indian flag as India #Delhi f\xe2\x80\xa6',b'pranesh86rules'
b'Who still believes a person who tested \xe2\x80\x98Asymptomatic\xe2\x80\x99 is a threat to society ?\n\nToo many eminent Doctors and scient\xe2\x80\xa6 https://t.co/THmiMg0akx',b'Roofershound'
"b'RT @officialmsgfans: In this difficult situation of #COVID19, When everyone is busy in saving their life &amp; essential things for themselves.\xe2\x80\xa6'",b'VanshKu02683380'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'gulati_masoor'
"b'RT @earthshakerph: ARE WE REALLY ""FARING BETTER"" THAN INDIA? \n\nPutting population into context, India has slightly more confirmed #COVID19\xe2\x80\xa6'",b'iantang1304'
"b'RT @UrbanAngelVibes: Essential medical supplies, food, shelter etc\nhttps://t.co/sEfMVpXQpl'",b'tsokstogo'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'RajanKu64779164'
b'RT @DelhiTimesTweet: .@akshaykumar and @mrsfunnybones have donated 100 #OxygenConcentrators in a bid to contribute in the fight against the\xe2\x80\xa6',b'___abhinav_01'
b'RT @FlyingHawk95: Plasma Donors made available by #SevaBharti \n\nAll over #India\nThey will register details &amp; find matching donors &amp; will re\xe2\x80\xa6',b'P_kumar1235'
"b'RT @shubhshaurya1: This creative says everything...\nNo caption needed...\nSalute to our doctors, healthcare workers and shame on Modi who to\xe2\x80\xa6'",b'NehaSharma961'
"b""People here complain about how a full lockdown would directly impact the labor class/daily wagers but what's funny\xe2\x80\xa6 https://t.co/l7uPWUlE1L""",b'Taimurlfc'
b'RT @WeAreRGians: The Real Leader \xe2\x9d\xa4\xef\xb8\x8f\n\nAs we know that RG is Covid+ but do you know that he has prepared a team of more than 20000 volunteers\xe2\x80\xa6',b'PriyaINC'
"b""RT @IranHrm: Sistan and Baluchestan\nLong lines for cooking oil. \nBasic necessities have become scarce in #Iran because of the regime's mism\xe2\x80\xa6""",b'klonokid'
b'RT @ColombeCS: #India is facing horrors barely imaginable due to #COVID19:\n\n\xf0\x9f\x93\x88There have been record numbers of cases &amp; deaths\n\xf0\x9f\x8f\xa5There\xe2\x80\x99s a ch\xe2\x80\xa6',b'SanjeethSRG'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'bheeeshm'
"b'RT @MiaFarrow: In India\xe2\x80\x99s capital, 37 vaccinated doctors came down with Covid-19 adding to \xe2\x80\x9cgrowing fears that the virus behind India\xe2\x80\x99s cat\xe2\x80\xa6'",b'PattyLehner'
b'RT @MSF_access: \xf0\x9f\x86\x95UPDATE to our\xf0\x9f\x97\xba\xef\xb8\x8f \n\n\xf0\x9f\x87\xab\xf0\x9f\x87\xaf Fiji has become a co-sponsor \xe2\xad\x90 of the #TRIPSWaiver proposal! \n\nWho will be next to join the global mo\xe2\x80\xa6',b'RachelJ_MPH'
b'RT @DrEricDing: CRACKDOWN\xe2\x80\x94Chief minister Yogi Adityanath sent a harsh message to his UP\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 state hospitals: keep your mouth shut about oxyge\xe2\x80\xa6',b'drsyedshoeb'
b'RT @vijayanpinarayi: Kerala will purchase 1 crore doses of #COVID19 vaccines from the open market. 70L doses of Covishield and 30L doses of\xe2\x80\xa6',b'kmdharan'
b'RT @BloodDonorsIn: #Noida\nNeed #Blood Type :  B-positive\nAt : Yatharth\nBlood Component : Plasma of #COVID19 recovered patient\nPrimary Numbe\xe2\x80\xa6',b'LiyaSanjay'
"b'RT @DrEricDing: Heart-wrenching\xe2\x80\x94A mother in her 50s dies of #COVID19 after she had low oxygen. But there\xe2\x80\x99s no ambulance, so her dead body i\xe2\x80\xa6'",b'qidaehun'
"b'RT @jkwan_md: APR 28: #COVID19 in #Ontario\n3480 cases, 24 deaths, 4517 resolved*\n50194 tests/day, 34746 pending, 7.2% pos\n2281 hospitalized\xe2\x80\xa6'",b'BlueRaveFinn'
"b""RT @jothishnair1010: #Kerala records it's highest no. #COVID19 positive cases in a single day! 35013 cases with 25.34 TPR!""",b'gvnair91'
"b'RT @buildmodels: 6 new SARS-CoV-2 structures this week, 371 this year, for 1160 total available in the PDB.  Explore them all at https://t.\xe2\x80\xa6'",b'annaomics'
b'RT @justgeorgeous2: More than 100 cases of the #Indian #covid19 #variant #B1617 have been found the #UK. \n\nhttps://t.co/b2M9hx9z4S',b'Zoso771'
b'RT @DrEricDing: CRACKDOWN\xe2\x80\x94Chief minister Yogi Adityanath sent a harsh message to his UP\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 state hospitals: keep your mouth shut about oxyge\xe2\x80\xa6',b'Kozhiyaar'
b'RT @ManOfMassesNTR: Today I feel it\xe2\x80\x99s a bad luck of #Telugu states. If @ncbn is Chief Minister of anyone state I am sure he will definitely\xe2\x80\xa6',b'Ravindra9101999'
b'RT @rohitsambhar: Registration for #vaccination starts today . \n\nUniversal vaccination is our final hope against #COVID19. Pls encourage ev\xe2\x80\xa6',b'adityagandhi70'
"b'RT @DrEricDing: Heart-wrenching\xe2\x80\x94A mother in her 50s dies of #COVID19 after she had low oxygen. But there\xe2\x80\x99s no ambulance, so her dead body i\xe2\x80\xa6'",b'AntoniaMarrero'
"b""RT @etuc_ces: \xf0\x9f\x93\x8cToday is Workers' Memorial Day #IWMD21\nHealth&amp;Safety is YOUR RIGHT to \nProtection from \n\xf0\x9f\x91\x89#COVID19 \n\xf0\x9f\x91\x89Heavy lifting \n\xf0\x9f\x91\x89Stress,\xe2\x80\xa6""",b'Romain_Pro'
"b""We're joining @LighthouseLabSv on May 5 for a webinar on #COVID19 Surveillance and Screening Testing. Learn how to\xe2\x80\xa6 https://t.co/WohC7jdnUO""",b'VachettePath'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'pramk2'
b'RT @ShivAroor: \xe2\x80\x9cEssential Covid19 services\xe2\x80\x9d by BJP &amp; TRS in Telangana\xe2\x80\x99s Warangal as part of municipal election campaign \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd https://t.co/M\xe2\x80\xa6',b'xyzramesh17'
b'RT @PoulomiMSaha: Big breaking! \n\nTMC candidate Kajal Sinha died of #COVID19 on Sunday.\n\nHis wife has now lodged a complaint at Khardaha po\xe2\x80\xa6',b'iparthpatel'
b'RT @sammodacharya: #Remdesivir does not have any role in treatment of severe COVID19. Spread this message.',b'lochanofficial'
b'RT @PoulomiMSaha: Big breaking! \n\nTMC candidate Kajal Sinha died of #COVID19 on Sunday.\n\nHis wife has now lodged a complaint at Khardaha po\xe2\x80\xa6',b'saamyavaadi'
b'RT @HPCL: Registration for the #Covid19 #vaccine for individuals above 18 years old starts today. Register yourself at https://t.co/khgR7fY\xe2\x80\xa6',b'RahulT07744119'
b'RT @FlyingHawk95: Plasma Donors made available by #SevaBharti \n\nAll over #India\nThey will register details &amp; find matching donors &amp; will re\xe2\x80\xa6',b'SarojGu36334163'
b'RT @shalinivbhagat: Could new variants be responsible for the catastrophic second wave in India? Experts are undecided. With @gettleman and\xe2\x80\xa6',b'Abihabib'
"b'RT @rishibagree: PM-CARES under PM Modi \n\n- 2,000 cr for Ventilators\n- 100 cr for Vaccine Development\n- 1,000 cr for Migrant Workers\n- 2 Co\xe2\x80\xa6'",b'pawanme3513'
b'#Ekiti To Support NALDA On Agribusiness Repositioning https://t.co/Y2NDsdnBWX #blockchain #boove #covid19 #culture\xe2\x80\xa6 https://t.co/1c49XbqKrH',b'tdpel'
"b""RT @SkyNews: .@GrantShapps has confirmed that the govt is redeploying the main NHS app to show if you've had a vaccine or test.\n\nThe transp\xe2\x80\xa6""",b'FellowMarkW'
"b""I want to see an equitable #COVID19 response, reopening, and recovery plan that prioritizes DC families' mental hea\xe2\x80\xa6 https://t.co/DFhjkolxGm""",b'famucpa'
b'RT @Travisdhanraj: #BREAKING: The province is amending reg 272/21 to allow transfers of patients to LTC or retirement homes w/o consent. Or\xe2\x80\xa6',b'ruthmkb'
b'@RepSteel @WHO Taiwan donate mask to the world. But CCP spread the #CCPvirus to the world. And sell high price but\xe2\x80\xa6 https://t.co/lm3kVJeTg6',b'HKer20682966'
"b""Pray for India because we can be 'that' country too.\nHumanity should always come first!!!\n#IndiaFightsBack\xe2\x80\xa6 https://t.co/rr6zykqeli""",b'Nabihafatima7'
b'RT @VaxHuntersCan: [ON] WATERLOO ESSENTIAL WORKERS\n\nMore of you can pre-register now! See the image for the full list and the link for full\xe2\x80\xa6',b'TAWwit'
"b'RT @timesofindia: Goa reports 3,101 new COVID19 cases, 24 deaths and 839 recoveries in the last 24 hours; case tally at 85,009 https://t.co\xe2\x80\xa6'",b'mohitsmartlove'
b'No one is safe until everyone is safe. \xf0\x9f\x8c\x8e\xf0\x9f\x8c\x8d\xf0\x9f\x8c\x8f\n\nEquitable access to #COVID19 vaccines will help protect health\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x9a\x95\xef\xb8\x8f &amp; e\xe2\x80\xa6 https://t.co/V3GCaFGDAA',b'WHOAFRO'
"b'RT @valnevaSE: Today we\xe2\x80\x99ve met a big milestone, with the first volunteer being vaccinated in the Phase 3 trial of our inactivated #COVID19\xe2\x80\xa6'",b'popeye5561'
"b'RT @GargiRawat: So #IPL match in Delhi today.\nIn the midst of the worst humanitarian crisis to hit the capital, since maybe partition, we a\xe2\x80\xa6'",b'greenodai'
"b'RT @stevesilberman: Hell on Earth: As thousands die each day of #COVID19 in India, chief minister threatens hospitals that acknowledge oxyg\xe2\x80\xa6'",b'AIPCNewDelhi'
"b'RT @nramind: Crammed cremation grounds, poor health infra, govt denial: Why UP is the next Covid hotspot in the making - Coronavirus Outbre\xe2\x80\xa6'",b'AamAdmy'
b'RT @TeamRockTwood: Great work \xf0\x9f\x91\x8f  @NTR_Charities \n#COVID19 @tarak9999 Fans \xe2\x9d\xa4',b'NTRRules_'
b'RT @DrEricDing: Variant? \xe2\x80\x9cThe current \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 wave of #COVID19 has a different clinical behavior. It\xe2\x80\x99s affecting young adults. It\xe2\x80\x99s affecting fa\xe2\x80\xa6',b'MatthieuChauve1'
"b'RT @CDCDirector: We\xe2\x80\x99re in a complicated stage of the pandemic. Ppl are being vaccinated at an accelerated pace, yet #COVID19 cases &amp; hospit\xe2\x80\xa6'",b'umi_om'
"b'Maximum of civil services  officers ,they thinks they are superior creatures on earth. All such officers led nation\xe2\x80\xa6 https://t.co/yOh0mVa935'",b'Drsunil47082786'
"b'Cases: 148,846,852 (+5,474) \nDeaths: 3,138,627 (+124) \nRecovered: 86,361,144 (+4,502) \nActive Cases: 62,485,708 (41\xe2\x80\xa6 https://t.co/j72iwubOoQ'",b'_covid_19_bot_'
b'#PakistanArmy will stand shoulder to shoulder with nation to guard the border between people and #covid19 .\n\nPak Ar\xe2\x80\xa6 https://t.co/qO2PfO3jIg',b'Saif14026186'
b'RT @vijayanpinarayi: Kerala will purchase 1 crore doses of #COVID19 vaccines from the open market. 70L doses of Covishield and 30L doses of\xe2\x80\xa6',b'Vysakhps19'
b'@ParentingPatch Do you want to run Facebook and IG Ads campaigns?\n\xe2\x9c\x85Visit my gig and place an order-\xe2\x80\xa6 https://t.co/wDC5XwWv0e',b'Dmyamarketing'
"b'RT @kayodeteslim: Bathing with alcohol, chlorine, or strong disinfectants will not prevent #COVID19. It is very dangerous to expose your sk\xe2\x80\xa6'",b'AfriyanNigeria'
"b'RT @valnevaSE: Today we\xe2\x80\x99ve met a big milestone, with the first volunteer being vaccinated in the Phase 3 trial of our inactivated #COVID19\xe2\x80\xa6'",b'Garbaa17'
b'RT @DeshGujarat: Vaccination will begin after vaccines are procured by Govt from SII and BB. Vaccine doses will be available for free at al\xe2\x80\xa6',b'WaseemZaveri'
b'RT @FreedomIsrael_: Vaccine Death Coincidence Thread\n\xf0\x9f\x92\x89\xe2\x98\xa0\xef\xb8\x8f\n#India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 \n\nHow many of these do you need to see?\n\nThere are dozens of countries t\xe2\x80\xa6',b'veraciousditto'
b'RT @vijayanpinarayi: Kerala will purchase 1 crore doses of #COVID19 vaccines from the open market. 70L doses of Covishield and 30L doses of\xe2\x80\xa6',b'rithu_krishnan'
"b""Hey #AvTweeps,\n\nI'm Getting my second Pfizer shot today, so in two weeks I'm available for in person hugs.\n\nWho's a\xe2\x80\xa6 https://t.co/E9RzGk2LI3""",b'JMOTA3'
"b'Six COVID-19 related fatalities have been confirmed in Sri Lanka, raising the death toll to 661. \n#SriLanka #lka\xe2\x80\xa6 https://t.co/XRyUVT4yOk'",b'imjeganG'
"b'RT @HHSGov: Community (or herd) immunity is when enough members of a community are immunized against a contagious disease, keeping most oth\xe2\x80\xa6'",b'HealthCareGov'
b'RT @rubysingh02: Why no one is blaming #KumbhMela2021 and Election Commission for the rising #COVID19 deaths in India?\n\nLeaders like #Naren\xe2\x80\xa6',b'cthayyilyahooc2'
b'RT @VaxHuntersCan: [ON] Mississauga 40+ Walk ins! NO LINE UP!!!\nShoppers Drug Mart 779 Meadowvale Town Centre\n6975 Meadowvale Town Centre\xe2\x80\xa6',b'TAWwit'
b'#COVID19 update in Cuttack city (CMC area)\n\n312 new COVID19 +ve cases have been reported today in #Cuttack city.\xe2\x80\xa6 https://t.co/1gYw0CGoE8',b'CMCCuttack'
"b'#WHO blames \xe2\x80\x98perfect storm\xe2\x80\x99 of factors for India #Covid crisis -\nHealth body says mass gatherings, low #vaccination\xe2\x80\xa6 https://t.co/a9PApIlRC0'",b'MarwMeier'
b'RT @UNAIDS: New modelling shows that the benefits of continuing to provide life-saving HIV services outweigh the risk of #COVID19 transmiss\xe2\x80\xa6',b'PiliusDakhi2021'
"b'RT @AFP: VIDEO: \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 Arriving in cars, rickshaws and even ambulances, patients desperate for #oxygen as record #Covid19 infections spark seve\xe2\x80\xa6'",b'jazmasigan_2'
"b""RT @sandieshoes: Laura Kuenssberg shamed for 'completely untrue' coverage - Sir James Dyson hits back.\n\nLaura, again.\n\nhttps://t.co/DevOYQs\xe2\x80\xa6""",b'BaileyRayx73'
"b'RT @fayedsouza: At 8pm tonight, I will be speaking to @sharatpradhan21 and @javedmansari  on the UP Govt cracking down on citizens and hosp\xe2\x80\xa6'",b'Ferraodesigns'
b'As the situation in India is increasingly becoming a real worry for many of us who have family there. I\xe2\x80\x99ve been spe\xe2\x80\xa6 https://t.co/342ZolWxyb',b'minkaur5'
"b'RT @karthikabhiram2: Hello guys , this is karthik from D.D colony I\xe2\x80\x99m ready to serve COVID-19 positive people for any help like bringing me\xe2\x80\xa6'",b'jasminbhasin_21'
"b'RT @MeghUpdates: After booking Five-star hotel for Judges, Reportedly Kejriwal govt books 240 rooms in 4 Hotels for #COVID19 Treatment of g\xe2\x80\xa6'",b'rchauhanindia'
"b""RT @timesofindia: 14,120 new COVID19 cases, 174 deaths and 8,595 recoveries reported in Gujarat in the last 24 hours; the state's case tall\xe2\x80\xa6""",b'Rishav_s10'
b'RT @ItsRubiology: 500 beds available in agra..\n\n#CovidHelp #COVID19 #CovidIndiaInfo #COVIDEmergency2021 https://t.co/PLjmVMpWWK',b'Anika_Fahmida18'
"b'CCC supports Denim Day.  If you have been sexually assaulted and need counseling, please reach out to us. Call 702-\xe2\x80\xa6 https://t.co/W1mcopalOa'",b'CCCofSN'
b'RT @CPHO_Canada: Today\xe2\x80\x99s #COVID19 in Canada info and updates:\n\xe2\x9e\xa1\xef\xb8\x8f#GOC website on #coronavirus disease: \nhttps://t.co/8kWHvr0h7S https://t.co\xe2\x80\xa6',b'REMO_Annapolis'
"b""RT @NTRFanTrends: Here's The Dashboard Of Beds, Hospital &amp; Ventilator List (#Covid19)\n\n#Telangana \xf0\x9f\x91\x89 https://t.co/OR5vsfHgqa\n\n#AndhraPradesh\xe2\x80\xa6""",b'NTRRules_'
b'Whitby McKinney Centre has 22 slots on Apr 30 (Fri) #COVID19 #COVID19Vaccine #COVID19ON #vhcON',b'VaxDurham'
